Unnamed: 0,pl_name,hostname,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_massj,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate,epoch,ra_corrected,dec_corrected
35854,pi Men c,HD 39091,Gaia DR2 4623036865373793408,0,1,3,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>,6.2679,0.06839,2.042,0.182,0.01517,0,<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>,G0 V,6037.0,1.1,1.09,0.08,[Fe/H],4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h37m11.83s,84.2992798,-80d27m52.57s,-80.4646041,1094.030482,311.187,1048.84,18.2702,5.65,4.241,5.5128,2018-11-12,2018-12,15/11/2018,60322.61052083333,84.30373130785351,-80.46211798327812
3624,HD 97658 b,HD 97658,Gaia DR2 3997075206232885888,0,1,1,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...10H/abstract target=ref> Howard et al. 2011 </a>,9.494,0.0831,,,,0,<a refstr=HOWARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...730...10H/abstract target=ref> Howard et al. 2011 </a>,,5170.0,0.68,0.78,-0.23,[Fe/H],4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h14m33.04s,168.6376584,+25d42m38.15s,25.7105962,118.0319107,-107.534,48.6618,21.5618,7.76,5.734,7.5136,2018-04-25,2011-03,16/05/2014,60389.62887731481,168.6373694186269,25.710714024061783
2783,HD 217107 b,HD 217107,Gaia DR2 2648914040357320576,0,1,2,Radial Velocity,1998,Lick Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,7.126846,0.07505,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5575.0,1.2,0.98,0.28,[M/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h58m15.53s,344.5647243,-02d23m43.62s,-2.3954489,16.3978436,-7.10779,-14.7773,20.0619,6.155,4.536,5.96401,2018-04-25,2015-02,28/01/2015,59567.57959490741,344.56471152245956,-2.395475441660252
2759,HD 215152 b,HD 215152,Gaia DR2 2623505219992303104,1,1,4,Radial Velocity,2018,La Silla Observatory,Published Confirmed,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,5.75999,0.057638,,,,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,K3 V,4935.0,0.73,0.77,-0.1,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h43m21.14s,340.8380941,-06d24m07.45s,-6.4020685,328.1892902,-154.145,-289.737,21.5974,8.11,5.775,7.80163,2018-02-20,2018-06,22/02/2018,60304.35829861112,340.83772858655595,-6.402751247978979
33431,Ross 128 b,Ross 128,Gaia DR2 3796072592206250624,1,1,1,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,9.8658,0.0496,,,,0,<a refstr=BONFILS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..25B/abstract target=ref>Bonfils et al. 2018</a>,M4,3192.0,0.2,0.17,-0.02,[M/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h47m45.02s,176.9376036,+00d47m57.44s,0.7992898,1365.937178,607.678,-1223.32,3.37454,11.12,5.654,9.59067,2017-11-16,2018-05,17/11/2017,59447.22517361112,176.93863953545295,0.7972045542444056
685,GJ 536 b,GJ 536,Gaia DR2 3657653114880309248,0,1,1,Radial Velocity,2016,La Silla Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,8.708,0.067,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3674.0,0.51,0.51,,,4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h01m02.33s,210.2597264,-02d39m08.24s,-2.6522901,1019.344272,-825.424,598.112,10.4092,9.71,5.683,8.85881,2017-10-16,2018-02,19/10/2017,60087.71770833333,210.25791539443034,-2.650979226988075
2982,HD 285968 b,HD 285968,Gaia DR2 3409711211681795584,0,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609A.117T/abstract target=ref>Trifonov et al. 2018</a>,8.776,0.066,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3543.0,0.49,0.48,,,4.75,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h42m56.49s,70.7353853,+18d57m12.09s,18.953358,1295.146451,656.378,-1116.5,9.47045,9.95,5.607,8.99955,2017-10-16,2018-02,19/10/2017,59579.65893518519,70.73663816921729,18.951342381938538
35773,YZ Cet b,YZ Cet,Gaia DR2 2358524597030794112,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.96876,0.01557,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.0,0.17,0.13,-0.26,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,1363.52268,1205.18,637.758,3.71207,,,10.4294,2017-08-22,2017-09,24/08/2017,59224.44548611111,18.135013821425815,-16.995264335438822
592,GJ 3293 e,GJ 3293,Gaia DR2 4893118771316702720,1,1,4,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,13.2543,0.08208,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M2.5,3466.0,0.4,0.42,0.02,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396,492.2542799,-81.4263,-485.473,20.1903,11.945,7.486,10.9788,2017-03-29,2017-06,30/03/2017,,,
593,GJ 3323 b,GJ 3323,Gaia DR2 3187115498866675456,1,1,2,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,5.3636,0.03282,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4,3159.0,0.12,0.16,-0.27,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133,767.7791462,-551.722,-533.936,5.37484,12.57,6.736,10.6467,2017-03-29,2017-06,30/03/2017,,,
35680,Wolf 1061 b,Wolf 1061,Gaia DR2 4330690742322011520,1,1,3,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.8869,0.0375,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A..88A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M3.5,3342.0,0.31,0.29,-0.09,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m17.96s,247.5748276,-12d40m03.67s,-12.6676866,1187.508409,-94.0273,-1183.78,4.30592,10.1,5.075,8.79444,2017-03-29,2017-06,30/03/2017,,,
546,GJ 163 b,GJ 163,Gaia DR2 4780294722094459904,1,1,3,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,8.63182,0.0607,,,,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...556A.110B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768,1198.172257,1046.14,584.13,15.1285,11.79,7.135,10.6771,2017-01-24,2013-08,26/01/2017,,,
687,GJ 581 b,GJ 581,Gaia DR2 6322070093095493504,0,1,3,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,5.36841,0.040616,,,,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...723..954V/abstract target=ref>Vogt et al. 2010</a>,M3 V,,0.29,0.31,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m25.55s,229.8564725,-07d43m21.70s,-7.7226935,1225.325712,-1221.47,-97.1295,6.2981,10.57,5.837,9.411,2016-11-30,2010-11,1/12/2016,,,
726,GJ 676 A d,GJ 676 A,Gaia DR2 5925209583053212800,0,2,4,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A..58A/abstract target=ref> Anglada-Escude & Tuomi 2012 </a>,3.6,0.0413,,,,0,<a refstr=ANGLADA_ESCUDE___TUOMI_2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...548A..58A/abstract target=ref> Anglada-Escude & Tuomi 2012 </a>,M0 V,,,0.71,0.23,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h30m10.77s,262.5448903,-51d38m16.00s,-51.6377777,317.0836723,-257.873,-184.509,16.0272,9.58,5.825,8.86517,2016-09-27,2012-12,14/05/2014,,,
33356,Proxima Cen b,Proxima Cen,Gaia DR2 5853498713160606720,0,3,1,Radial Velocity,2016,European Southern Observatory,Published Confirmed,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,11.186,0.0485,,,,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.536..437A/abstract target=ref>Anglada-Escud&eacute; et al. 2016</a>,M5.5 V,3050.0,0.14,0.12,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,3858.865767,-3781.31,769.766,1.30119,11.01,4.384,8.95361,2016-08-25,2016-08,25/08/2016,,,
